Time,Input,2,Output
second,Volt,Volt,Volt
5.60E-07,1.15E+00,2.08E-01,3.44E+00
5.62E-07,1.02E+00,2.71E-01,3.75E+00
5.63E-07,9.62E-01,3.33E-01,3.75E+00
5.64E-07,8.99E-01,3.96E-01,3.91E+00
5.65E-07,8.37E-01,3.96E-01,4.06E+00
5.67E-07,7.74E-01,5.21E-01,4.06E+00
5.68E-07,7.12E-01,3.96E-01,4.06E+00
5.69E-07,7.12E-01,5.21E-01,4.22E+00
5.70E-07,7.12E-01,4.58E-01,4.22E+00
5.72E-07,7.74E-01,5.21E-01,4.22E+00
5.73E-07,7.74E-01,4.58E-01,4.38E+00
5.74E-07,9.62E-01,4.58E-01,4.38E+00
5.75E-07,8.37E-01,4.58E-01,4.22E+00
5.77E-07,9.62E-01,4.58E-01,4.22E+00
5.78E-07,1.09E+00,4.58E-01,4.38E+00
5.79E-07,1.15E+00,4.58E-01,4.22E+00
5.80E-07,1.27E+00,4.58E-01,4.06E+00
5.82E-07,1.46E+00,3.96E-01,4.06E+00
5.83E-07,1.59E+00,3.96E-01,3.91E+00
5.84E-07,1.90E+00,3.33E-01,3.75E+00
5.85E-07,2.09E+00,3.96E-01,3.75E+00
5.87E-07,2.34E+00,3.33E-01,3.59E+00
5.88E-07,2.46E+00,2.71E-01,3.59E+00
5.89E-07,2.65E+00,2.71E-01,3.44E+00
5.90E-07,2.84E+00,1.46E-01,3.28E+00
5.91E-07,3.02E+00,1.46E-01,3.13E+00
5.93E-07,3.21E+00,8.30E-02,3.13E+00
5.94E-07,3.46E+00,-4.20E-02,3.13E+00
5.95E-07,3.59E+00,2.05E-02,2.97E+00
5.96E-07,3.77E+00,-4.20E-02,2.97E+00
5.98E-07,3.90E+00,-1.04E-01,2.97E+00
5.99E-07,4.02E+00,-1.04E-01,2.81E+00
6.00E-07,4.09E+00,-1.04E-01,2.66E+00
6.01E-07,4.15E+00,-1.67E-01,2.66E+00
6.03E-07,4.15E+00,-1.04E-01,2.81E+00
6.04E-07,4.21E+00,-4.20E-02,2.66E+00
6.05E-07,4.21E+00,2.05E-02,2.50E+00
6.06E-07,4.15E+00,8.30E-02,2.50E+00
6.08E-07,4.02E+00,8.30E-02,2.50E+00
6.09E-07,3.96E+00,2.05E-02,2.34E+00
6.10E-07,3.90E+00,8.30E-02,2.34E+00
6.11E-07,3.77E+00,1.46E-01,2.34E+00
6.13E-07,3.65E+00,1.46E-01,2.03E+00
6.14E-07,3.52E+00,1.46E-01,1.72E+00
6.15E-07,3.40E+00,2.08E-01,1.56E+00
6.16E-07,3.34E+00,2.71E-01,1.41E+00
6.18E-07,3.15E+00,2.71E-01,1.25E+00
6.19E-07,3.02E+00,3.33E-01,7.81E-01
